What are osteoblasts derived from?	Undifferentiated mesenchymal stem cells	
WHat is the sustentaculum tali? What does it do?	Overhanging horizontal eminence on the anteromedial surface of the calcaneus   Has an inferior groove for FHL Supports the middle artiular surface above it.	
The cuboid is grooved on the pantar surface by what tendon?	Peroneus longus	
The navicular has a medial plantar projection which serves as the insertion for what tendon?	Posterior tibial tendon	
The 1st metatarsal has a plantar crista that articulates with what?	Fibular and tibial sesamoids	
What are the fibular and tibial sesamoids contained within?	Flexor hallucis brevis tendon	
Bony avulsion of the anteroinferior tibiofibular ligament (AITFL) in adolescents may result in what fracture?	Tillaux fracture	
What are the 4 ligaments of the medial ankle, their attachments, and functions?		
What are the 3 ligaments of the lateral ankle, their attachments, and functions?		
What are the the layers of the deltoid ligament of the ankle? What do they contain? What joints do they cross?	Superficial layer --tibionavicular and tibiocalcaneal ligaments --Cross ankle and subtalar joint   Deep layer ---anterior and posterior tibiotalar ligaments --cross ankle joint only	
Which lateral ankle ligament is weakes and injured with lateral ankle sprain	ATFL anterior talofibular ligament	
Where, specifically, does interdigital neuritis (Morton neuroma) occur?	At the point where the digital nerve courses in a plantar direction under the transverse metatarsal ligament, usually in the 2nd or 3rd interdigital space.   Transvere metatarsal ligaments interconnect the metatarsal heads.	
What is the primary stabilizing struction of the metatarsophalangeal joints?	The plantar plate	
What 4 tendons cross the anterior ankle joint from lateral to medial?	peroneus tertius extensor digitorum longus extensor hallucis longus tibialis anterior	
What 2 tendons cross the lateral ankle joint? Describe their orientation.	Peroneus longus (superficial)   Peroneus brevis (deep)	
What is the only dorsal intrinsic muscle of the foot? What innervates it?	extensor digitorum brevis   Innervated by the lateral terminal branch of the deep peroneal nerve	
Which muscles are responsible for the following foot functions and what is their innervation? --Inversion (2) --Dorsiflexion (3) --Eversion (2) --Plantarflexion (4)		
The nerves of the lower extremity arise from what?	the lumbosacral plexus	
What are the 4 branches of the anterior division of the lumbar plexus and their spinal levels?		
What are the 2 branches of posterior division of the lumbar plexus and their spinal levels?		
What are the 6 branches of the anterior division of the sacral plexus and their spinal levels?		
What are the 5 branches of the posterior division of the sacral plexus and their spinal levels?		
What are the 4 motions that occur about the hip and their neurologic levels?		
What are the 2 motions that occur about the knee and their neurologic levels?		
What are the 4 motions that occur about the ankle and their neurologic levels?		
The lumbar plexus is formed by the ventral rami of which levels?	T12-L4	
Where, anatomically, is the lumbar plexus found?	Anterior surface of quadratus lumborum, under (and within) the psoas major muscle.	
Describe the course of the genitofemoral nerve in relation to the psoas.	Genitofemoral nerve pierces the psoas then lies on the anteromedial surface of the psoas.	
The ventral rami of which levels form the sacral plexus?	L4-S3	
Where, anatomically, is the sacral plexus found?	Posterior to the psoas muscle?	
Which nerve root is at risk with anteriorly placed sacroiliac screws?	L5 nerve root   Runs on anterior sacrum	
What are the 9 structures exiting the greater sciatic foramen?		
What are the 4 structures exiting the lesser sciatic foramen?		
The superior and inferior gluteal nerves and vessels are named in relation to what?	The piriformis   superior exits above muscle, inferior below	
What is meralgia paresthetica?	Lateral femoral cutaneous nerve compression	
What structures make the borders and floor of the femoral triangle? What structures are contained within?	Borders: --sartorius (lateral) --pectineus (medial) --inguinal ligament (superior)   Floor: (lateral to medial) --iliacus, psoas, pectineus, adductor longus   Structures: (lateral to medial) NAVaL --femoral Nerve, Artery, Ven, and Lymphatics	
Pain from the hip is referred to the knee via  which nerve?	Obturator nerve   Has anterior division which delivers cutaneous branches to the medial thigh	
Describe the course of the sciatic nerve as it passes and exits the piriformis.	Passes anterior to piriformis (usually) and posterior to obturator internus and short external rotators	
What are the divisions of the sciatic nerve? Which is more lateral making it more vulnerable to what?	Peroneal and tibial divisions   Peroneal division is more lateral, making it more susceptible to iatrogenic injury (most common nerve injury during THA)	
Which divisions of the sciatic nerve nerve supply which muscles in the posterior compartment of the thigh?	Tibial divisions supplies all posterior thigh musculature except short head of biceps femoris (peroneal division)	
All sensation in the foot is supplied by terminal branches of what? Except for?	sciatic nerve   except medial foot (saphenous nerve--branch of femoral nerve)	
The tibial nerve supplies what muscle innervation?	All muscles of the superficial and deep posterior compartments   All intrinsic foot muscles except EDB (deep peroneal nerve)	
The posterior tibial nerve splits into what 2 branches under the flexor retinaculum? What do they innervate?	Medial and lateral plantar nerves   Medial plantar nerve: --Plantar sensation to medial 3 1/2 digits --Motor to FHB, abductor hallcus, FDB, 1st lumbrical   Lateral plantar nerve: --Plantar sensation to lateral 1 1/2 digits --Motor to remaining intrinsic muscles of the foot	
Describe course of the common peroneal nerve.	Sciatic nerve splits to common peroneal and tibial nerves   Common peroneal diverges laterally and traverses the lateral popliteal fossa deep to the biceps femoris tendon   Winds around fibular neck   Runs deep to peroneus longus, where it devides into superficial and deep branches	
The superficial peroneal nerve runs where? Supplying what muscular branches?	Runs along border between lateral and anterior compartments in the leg   Supplies muscle branches to the lateral compartment (peroneus longus and brevis)	
The superficial peroneal nerve terminates with what 2 branches? Which is at risk for injury during placement of the anterolateral ankle arthroscopy portal?	Medial dorsal and intermediate dorsal cutaneous nerves   Dorsal intermediate at risk	
The deep peroneal nerve runs where in the leg? Supplying what musculature?	Runs along the anterior surface of the interosseous membrane.   Supplies the anterior compartment (TA, EHL, EDL, peroneus tertius)	
What supplies sensation to the first webspace of the foot?	Medial terminal branch of the deep peroneal nerve	
The sural nerve is formed by what?	Cutaneous branches of both the tibial (medial sural cutaneous) and common peroneal (lateral sural cutaneous) nerves.	
Name 4 important internal iliac artery branches.	--obturator --superior gluteal --inferior gluteal --internal pudendal	
What artery can be injured by placement of acetabular screws in the anterosuperior quadrant during THA?	Femoral artery	
The femoral artery branches into what? What do they supply?	Superficial femoral artery--supplies leg and foot   Profunda femoris--supplies musculature of thigh	
What are the boundaries of the adductor (Hunter) canal? What are its contents?	Anteromedial wall--sartorius   Posterior wall--adducto longus and magnus   Lateral wall--vastus medialis   Contains superficial femoral artery and femoral vein	
What are the key branches of the profunda femoris artery?	--lateral femoral circumflex   --Medial femoral circumflex   --Deep perforators	
What artery is at risk during anterolateral approaches to the hip?	Ascending branch of the lateral femoral circumflex artery	
Describe the course of the medial femoral circumflex artery.	Runs between pectineus and iliopsoas   Proceeds distally anterior to quadratus femoris on its cranial edge just distal to obturator externus	
The popliteal artery enters the popliteal fossa between what muscles? Between what does it terminate and what does it divide into?	Enters popliteal fossa between biceps femoris and semimembranosus   Terminates between medial and lateral head of gastroc   Divids into anterior and posterior tibial arteries	
The anterior tibial artery runs between what muscles?	Runs on anterior surface of interosseous membrane between tibialis anterior and EHL	
The anterior tibial artery terminates as what?	The dorsalis pedis	
The posterior tibial artery runs in what compartment of the leg? Terminates as what?	Runs in deep posterior compartment   Divides into medial and lateral plantar arteries	
What is the main branch of the posterior tibial artery? Where does it run? What does it terminate as?	Peroneal artery   Given off 2.5cm distal to popliteal fossa. Continues in the deep posterior compartment lateral to its parent artery between tibialis posterior and FHL   Terminates in the calcaneal branches	
What is at risk in an anterior iliac crest bone grafter?	Lateral femor cutaneous nerve   runs medial to ASIS	
What is at risk in posterior iliac crest bone graft?	superior cluneal nerves    8cm lateral to PSIS	
The ilioinguinal approach to the acetabulum gives access to what? It relies on mobilization of what?	Iliac fossa from pubic symphysis to sacroiliac joint, anterior column of acetabulum Relies on mobilization of rectus abdominus and iliacus	
In the ilioinguinal approach, the second (middle) window is between what? What does it provide access to?	Between the iliopectineal fascia and the external iliac vessels   Provides access to the pelvic brim from the anterior SI joint the the lateral portion of the superior pubic ramus	
In the ilioinguinal approach, the third (medial) window is between what? What does it provide access to?	Between the external iliac vessels and the spermatic cord   Gives access to the pubic symphysis	
What does the Kocher-Langenbeck approach provide access to? What can you do to protect the blood supply to femoral head? What may result if there is damage to gluteus minimus	access to the posterior column and posterior wall of acetabulum   No true internervous plane, splits gluteus maximus   Devide short external rotators 1-2cm off bone to protect blood supply to femoral head (lateral ascending branch of the medial femoral circumflex artery)   Damage to gluteus minimus may result in hetertopic ossification	
What is the Smith-Peterson approach to the hip? Interval? Risks?	Anterior approach to the hip   Superficial interval: sartorius and TFL Deep interval: rectus femoris and gluteus medius (femoral nerve and superior gluteal nerves)   Risks: --LFCN, 6-8cm below ASIS --Lateral femoral circumflex artery (ascending branch ligated in approach, deep branch at risk) --Superficial iliac circumflex artery, penetrates TFL anter to LFCN --Femoral never and artery, injured with excessive medial retraction of the sartorius	
What is the Watson-Jones approach to the hip? Interval? Risks?	Anterolateral approach to the hip   Interval: TFL and gluteus medius (intermuscular plane, not internervous)   Risks:  --Femoral nerve and artery (excessive medial retraction) --Superior gluteal nerve (5cm above acetabular rim) --Lateral femoral circumflex artery	
What is the Hardinge approach to the hip? Interval? Risks?	Lateral approach to the hip   Involves splitting of gluteus medius and vastus lateral in tandem   Risks: --Superior gluteal nerve (may damage if gluteus medius split too proximal (>5cm above greater trochanter) --LFCN	
What is the Moore or Southern approach to the hip? Interval? Risks?	Posterior approach to the hip, distal extension of the Kocher-Langenbeck   Involves splitting gluteus maximus and releasing short external rotators   Risks: --Sciatic nerve --Inferior gluteal artery --Medial femoral circumflex artery (injured during takedown of the external rotators)	
What is the Ludloff approach to the hip? Common use? Interval? Risks?	Medial approach to the hip   Used for open reduction of congenital hip dislocation, psoas release   Interval: Adductor longus and gracilis   Risks: --Obturator nerve and medial femoral circumflex arteries are between adductor brevis and adductor magnus/pectineus --Deep external pudendal artery	
What is the interval in the medial approach to the knee? What are its 3 layers? Risks?	Interval: sartorius and medial patellar retinaculum   Layers from superfical to deep: 1. pes anserinus tendons 2. superfical MCL 3. deep MCL and capsule   Risks --saphenous nerve --MCL	
What is the interval in the lateral approach to the knee? Risks?	Either split the IT band or approach between IT band and biceps femoris   Risks:  --Common peroneal nerve --LCL & popliteus tendon --Superior and inferior lateral geniculate arteries	
What is the interval in the anterior approach to the ankle? Risks?	Interval --EHL --EDL or tibialis anterior   Risks --deep peroneal nerve --anterior tibial artery (both lie directly in interval, retract medially along with EHL)	
What are the risks in the posterior and anterior approachs to the medial malleolus?	Posterior approach: (through tendon sheath of posterior tibialis) --posterior tibia tendon, FDL, posterior tibial artery/nerve/vein, FHL   Anterior approach: --saphenous nerve and long saphenous vein	
Describe the posteromedial approach to the ankle. What is it commonly used for? Risks?	Begin roughly midway between achilles tendon and medial malleolus Incise the fascial flap covering the remainder of the flexor tendons Identify FHL (the only muscle that still has fibers at this level) Decide if you need to go medial or lateral to FHL   Commonly used for release in clubfoot in children   Risks: --Posterior tibial nerve and artery	
What is at risk in the lateral approach to the ankle?	Direct dissection over fibula   sural nerve and superficial peroneal nerve at risk	
What is the interval in the posterolateral approach to the ankle? Risks?	Interval: --Peroneus brevis --FHL   Risks --lesser saphenous vein and sural nerve	
What is lateral approach to the hindfoot commonly used for? Interval? Risks	used for triple arthrodesis   Interval --peroneus tertius --peroneal tendons   Risks: --lateral branch of the deep peroneal nerve (supplies EDB) --FHL if deep penetration with and instrument	
What are the normal curves of the spine segments?	Cervical lordosis Thoracic kyphosis Lumbar lordosis Sacral kyphosis	
The following topographic landmarks correspond to what spinal level? --Mandible --Hyoid cartilage --cricoid cartilage --Vertebra prominens --scapular spine --distal tip of scapula --iliac crest		
Clearance of what is recommended for rheumatoid patients undergoing elective orthopaedic procedures? Why?	Cervical spine clearance   Common atlantoaxial joint instability due to pannus invagination	
Lumbar lordosis is what angle? Where is the apex? Where does 66% of the lordosis occur?	Lumbar lordosis ranges from 55 to 60 degrees   Apex at L3   66% of lordosis occurs in region from L4 to sacrum	
What is spondylolysis?	Defect of pars interarticularis   Most common cause of back pain in children and adolescents	
Describe the shape of the posterior longitudinal ligament in the spine? Where do ruptured discs typically occur in relation the PLL?	Hourglass shaped --wider (yet thinner) sections located over the discs   Ruptured discs tend to be lateral to these expansions	
Describe the course of the ligamentum flavum.	Runs from anterior surface of superior lamina to posterior surface of inferior lamina   Constantly in tension	
What is contained within the anterior, middle, and posterior spinal columns?		
Unstable vertical shear pelvic fractures can lead to avulsion fractures of what? Via what ligament?	L5 tranverse process   Iliolumbar ligament --conect ilium to L5 transverse process	
What are the 3 ascending (sensory) spinal cord tracts and their functions?		
What are the 2 descending (motor) spinal cord tracts and their function?		
How does the bulbocavernosus reflex relate to the prognosis of incomplete spinal cord injury?	Prognosis of incomplete spinal cord injury is unaffected by the presence or absence of the bulbocavernosus reflex	
Describe the functional deficits and prognosis of the following incomplete spinal cord injuries: --Central cord --Anterior cord --Brown-Sequard		
Key testable neurologic levels--What is the neurologic level for the following muscles: --Deltoid --Wrist extension --Wrist fleion --Finger flexion --Interossei --Tibialis anterior --Toe extensors --Peroneal		
Key testable neurologic levels--What is the neurologic level for the following reflexes: --Biceps --Brachioradialis --Triceps --Patellar --Achilles		
What are the contents of the carotid sheath? Describe their cross-sectional relationships.	--internal carotid artery (medial) --common carotid artery (medial) --Internal jugular vein (lateral) --cranial nerve X (vagus nerve) (posterior)	
What is the Artery of Adamkiewicz? i.e. where is it and what does it do?	Great anterior medullary artery   Enters through the left intervertebral foramen in the lower thoracic spine from T8-T12.   Supplies the interior 2/3 of the anterior cord	
Describe Erb-Duchenne palsy: nerve root and arm position.	C5, C6   waiter's tip deformity: --shoulder adducted and internally rotated --elbow extended --forearm pronated --wrist and fingers flexed	
Describe Klumpke palsy: nerve roots and arm position.	C8, T1   elbow flexion and forearm supination contracture	
Describe total plexus palsy: nerve roots and effect on arm.	C5-T1   Complete sensory and motor deficits	
In brachial plexus palsy, children with significant internal rotation contracture are at risk for what?	70% of children will develop progressive glenoid dysplasia	
Poor prognosis in brachial plexus palsy in children is associated with what 2 clinical findings?	Lack of biceps function 6 months after injury   Horner syndrome	
In Erb's Palsy in children, what procedure can be done to address shoulder internal rotation?	L'episcopo--transfer of teres major to external rotators   modified L'episcopo--addition of latissumus transfer to external rotators	
In-toeing is usually attributable to what in infants? toddlers? children <10 years?	Infants--metatarsus adducts   toddlers--internal tibial torsion   children <10 years--femoral anteversion	
What is metatarsus adductus?	Inward deviation of lateral board of foot from base of 4th metatarsal	
What is internal tibial torsion? What angle is used to measure it?	An internal twisting of the tibia   Thigh-foot angle of -10 or more	
What is femoral anteversion in the setting in-toeing?	Increased anteversion of the femoral neck relative to the femur   Compensatory internal rotation of the femur   Lower extremity intoeing	
What typically causes out-toeing in infants? Children and adolescents?	Infants--external rotation hip contracture   Children and Adolescents--external tibial/femoral torsion	
How can you estimate leg length discrepancy in children?	Assume the following growth per year up to age 16 in boys and 14 in girls   Proximal femur--3mm Distal femur--9mm Proximal tibia--6mm Distal tibia--5mm	
Leg length discrepancy of 2-5cm in children with open physes has what treatment options?	--epiphysiodesis of the long side --shortening of the long side (ostectomy) --Lengthening of the short side	
In children with open physes, leg length discrepancies of more than 5cm are generally treated with what?	Lengthening of the short side	
Name 4 risk factors (in order) for developmental dysplasia of the hip.	--breech positioning --positive family history --female sex --firstborn child	
Describe the 2 physical exam maneuvers for early diagnosis of developmental dysplasia of the hip.	Ortolani--elevation and abduction of femur relocates the hip   Barlow--adduction and depression of femur dislocates a dislocatable hip	
If early diagnosis of developmental dysplasia of the hip is missed, how does it typically present?	Limitation of hip abduction in affected hip   laxity resolves and stiffness becomes more clinically evident	
What is the initial imaging study in early developmental dysplasia of the hip? At what age?	Dynamic ultrasonography   4-6 months (before ossification of femoral head)	
What are the radiographic signs of developmental dysplasia of the hip (3)?	--Broken shenton line --Metaphysis lateral to Perkin line --Increased acetabular index (>25 degrees)	
What is the treatment of developmental dysplasia of the hip from birth to 6 months? When should you check reduction and what do you do if hip reduced/not reduced?	Pavlik harness   Check reduction with ultrasound after 3 weeks   Not reduced: rigid orthosis vs. closed reduction, arthrogram, spica casting   Reduced: continue harness until examination and ultrasound findings normal	
What is the treatment of developmental dysplasia of the hip in patients ages 6-18 months?	hip arthrography, percutaneous adductor tenotomy, closed reduction, and spica casting   If closed reduction fails, perform open reduction	
What is the treatment for developmental dysplasia of the hip in patients aged 18 months to 3 years?	open reduction	
What is the treatment for developmental dysplasia of the hip in patients aged 3 to 8 years?	Osteotomy (Salter, Dega, Pemberton, or Staheli procedures)	
What are the osteotomies used in treatment for developmental dysplasia of the hip and at what age?	3-8 years: --Salter, Dega, Pemberton, or Staheli procedures   Older than 8 years: --Triradiate open: triple (Steele), double pelvic (Southerland), Staheli procedure --Triradiate closed: Ganz and Chiari procedures	
Name 2 feared complications of a Pavlick harness and what causes them.	Avascular necrosis--caused by excessive abduction   Femoral nerve palsy--hyperflexion	
If attempts to reduce a hip in a Pavlick harness in 3 weeks what should be done with the harness? Why?	Discontinue harness   Prevent Pavlick disease (erosion of the pelvis superior to the acetabulum) and subsequent difficulty with closed reduction and casting	
In developmental dysplasia of the hip, open reductions are typically performed through what approach?	anterior approach   (less risk to the medial femoral circumflex artery than in the medial approach)	
What 3 criteria must be present for osteotomies to be performed in developmental dysplasia of the hip?	--congruent reduction confirmed on an abduction-internal rotation radiograph   --satisfactory ROM   --Reasonable femoral sphericity	
In developmental dysplasia of the hip, which 2 osteotomies can be performed if the hip is not concentrically reduced?	--Chiari --Shelf (lateral shelf acetabular augmentation)	
In what 3 pediatric conditions can congenital coxa vara be treated with observation?	--bilateral arthrogryposis --Myelomingocele if no functional quadriceps --spinal muscular atrophy	
In what 2 pediatric conditions should congenital coxa vara be treated/operated on?	--Down syndrome --cerebral palsy, unless chronic	
What is Legg-Calve-Perthes disese (coxa plana)?	Idiopathic avascular necrosis of the proximal femoral epiphysis in children	
How common is bilateral involvement in Legg-Calve-Perthes disease?	15% of cases, rarely synchronous	
What is the Herring lateral pillar classification?	The most prognostic classification in Legg-Calve-Perthes disease	
Name 3 patient characteristics associated with poor prognosis in Legg-Calve-Perthes disease?	bone age >6 female decreased hip abduction	
What is the long term result of aspherical femoral heads in Legg-Calve-Perthes disease?	Early degenerative hip disease	
What is the treatment of Legg-Calve-Perthes disease?	Somewhat controversial.   Relief of symptoms with traction, antiinflammatories, partial weight bearing   Some may need surgery (osteotomy)	
In Legg-Calve-Perthes disease, surgical treatment improves radiographic outcome at skeletal maturity for patients with what characteristics?	Older patients (chronologic age >8 years or bone age >6 years) with lateral pillar group B and B/C hips	
Slipped capital femoral epiphysis is caused by? Slippage occurs through?	Caused by weakness of the perichondrial ring   Slippage through the hypertrophic zone of the growth plate	
Name 3 hormonal disorders associated with SCFE. Which is most common?	hypothyroidism (most common)   growth hormone deficiency   renal osteodystrophy	
What is the most common reason for missed diagnosis of SCFE?	When patients present with knee pain	
What physical exam finding is seen with SCFE?	obligate hip external rotation and flexion	
What is the classification for SCFE?	Stable: weight bearing possible; AVN rare   Unstable: weight bearing not possible; rate of AVN 50%	
What is the treatment of SCFE?	in situ pinning (for stable and unstable)	
In SCFE, when is prophylactic pinning of the contralateral hip generally recommended?	patients with an endocrinopathy   patients younger than 10   Patients with open triradiate cartilage	
In SCFE, pins placed in what location have the highest rate of joint penetration?	anterior superior quadrant of the femoral head	
What is the most common cause of painful hips during childhood? What else should the patient be evaluated for?	Transient synovitis   Evaluate for septic hip. Consider aspiration especially if fever, leukocytosis, elevated ESR	
How is transient synovitis treated?	First rule out septic hip   Then treat with NSAIDs and observe. Symptoms should improve within 24 to 48 hours	
What is the most common cause of acute hematogenous osteomyelitis?	S. aureus, regardless of age	
What bacteria is associated with deep venous thrombosis and septic emboli?	MRSA	
What is the treatment of acute hematogenous osteomyelitis in children? How can treatment be monitored? When should surgery be performed?	Treat with IV antibiotics   Monitor therapeutic response with CRP, failure to decline within 48-72 hours warrants alteration of treatment   Perform operative drainage and debridement if failure to respond to antibiotics, frank pus on MRI, or the presence of a sequestered abscess	
What is the most common cause of septic arthritis in children?	hematogenous seeding of synovium	
What joints can develop septic arthritis via metaphyseal osteomyelitis? Why?	hip, elbow, shoulder, ankle   metaphyses of proximal femur, proximal radius, proximal humerus, and distal tibia and fibula are intra-articular	
What are the Kocher criteria (4)?	Pediatric criteria for diagnosis of septic arthritis of the hip   --WBC >12,000 --ESR >40 --Inability to bear weight --Temp > 101.5   If 3/4 positive then 90% chance of septic arthritis	
What study should be considered when sepsis is caused by H. influenzae? Why?	lumbar puncture   increased incidence of meningitis	
What can be seen on radiographs in pediatric septic arthritis?	widened joint space or even dislocation	
Why is septic arthritis in children and acute surgical emergency?	pus is chondrolytic	
What is Blount's disease?	Progressive pathologic genu varum centered at the tibia   Divided into Infantile and adolescent	
What is the classification scheme in infantile Blount's disease?	Langenskiold classification   Type 1-4 have increasing medial metaphyseal breaking and sloping   Type 5 and 6 have epiphyseal-metaphyseal bone bridge	
What is the treatment of infantile blount disease?	Stage I or II --Bracing if younger than 3 years (better outcomes if unilateral or nonobese)   Stage II (if >3 years) and Stage III: --Proximal osteotomy for tibia/fibula with valgus angulation to overcorrect deformity (because medial physeal growth abnormalities persist)   Stage IV to VI: --complex with multiple procedures required, epiphysiolys for stage V and VI disease	
Compare/contrast infantile and adolescent Blount's disease/	Infantile --pathologic genu varum in children 2-5 years of age --male>female --more common --bilateral 50%   Adolescent --pathologic genu varum >10 years of age --less common --less severe --more likely unilateral	
How does adolescent Blount's disease typically manifest?	relatively normal appearing physis that shows widening of the proximal medial physeal plate. Beaking is not seen.	
What are the 3 types of tibial bowing?	Posteromedial Anteromedial Anterolateral	
What is posteromedial tibial bowing associated with? Treatment?	Physiologic Commonly associated with leg length discrepancy, calcaneovalgus foot, and tight anterior structures   Usually spontaneously corrects, monitor patient to evaulate for leg length discrepancy	
What is anteromedial tibial bowing associated with?	fibular hemimelia	
What are the 1st and 2nd most common causes of anterolateral tibial bowing? Initial treatment?	1) congenital pseudarthrosis 2) neurofibromatosis   Initial treatment with total-contact brace to prevent fracture	
Osteochondritis dissecans most frequently involves which portion of the knee? Treatment if growth plates are open?	lateral portion of the medial femoral condyle   If growth plates are open, treat with bracing and restricted weight bearing	
How is a discoid meniscus diagnosed on MRI? Treatment?	Appears on MRI in three successive sagittal images with the meniscal body presentd   Treat with saucerization or debridement	
Describe the clubfoot deformity.	forefoot adductus and supination hindfoot equinus and varus	
What is seen on radiographs in clubfoot deformity?	parallelism of the calcaneus and talus	
What is the initial treatment of clubfoot deformity? How is it done?	Ponseti casting   Sequence of correction is CAVE: cavus, adducts, varus, equinus	
A dynamic forefoot adduction/supination may develop after clubfoot treatment as a result of what? Treatment?	Overpull of the anterior tibialis    Necessitates transfer of the anterior tibialis tendon laterally	
What is an important complication of clubfoot surgery? Treatment?	Development of a dorsal bunion   Treat with: --capsulotomy --FHL lengthening --transfer of FHB to become a MTPJ extensor	
What is a congenital vertical talus?	An irreducible dorsal dislocation of the navicular bone on the talus, with a fixed equinus hindfoot deformity	
What is seen on plantar flexion lateral radiographs in congenital vertical talus?	a line along the long axis of the talus that passes below the first metatarsal-cuneiform axis	
What is the initial treatment of congenital vertical talus? When is surgery performed and what does it entail?	Initial treatment is corrective casting   Surgery when patient 6-12 months old --includes soft tissue releases and reduction of the talonavicular joint with reconstruction of the spring ligament	
What are the 2 most common tarsal coalitions and their age groups?	Calcaneonavicular (10-12 years) Talocalcaneal (12-14 years)	
What may be seen on radiographs with tarsal coalitions? What is the best imaging modality?	talar beaking on the lateral view Irregular middle facet on the Harris axial view   CT scan reliably demonstrates the coalition	
What is the initial treatment of tarsal coalition?	immoblization	
What is the treatment of subtalar coalition?	Subtalar coalition involving less than 50% of the joint should be treated with resection and EDB interposition   If involvement more than 50% of joint subtalar arthrodesis is recommended	
What is Kohler disease	self-limiting sclerosis of the navicular	
What is the treatment of flexible pes planus?	Observation if asymptomatic   Surgical treatment is with calcaneal lengthening osteotomy or 3C (calcaneus, cuneiform, cuboid) osteotomy)	
How does an accessory navicular manifest? Treatment?	Medial arch pain, typicall self limiting   Excision of the accessory bone with reconstruction of the posterior tibial tendon in refractory cases	
What is adolescent idiopathic scoliosis?  What angle is used to measure it?	An idiopathic scoliosis in children 10-18 years The most common type of scoliosis   Measure with Cobb angle >10 degrees defined as scoliosis	
What are the indications for MRI in adolescent idiopathic scoliosis (6)?	--Left thoracic curves --painful or rapidly progressing scoliosis --Apical kyphosis of the thoracic curve --Juvenile-onset scoliosis (age <10 years) --Neurologic signs or symptoms --Congenital abnormalities	
What are the risk factors for curve progression in adolescent idiopathic scoliosis?	--Skeletal immaturity (Risser stage 0 to 2) --Curve magnitude before or during peak height velocity (the period where maximum rate of growth occurs)	
When does peak height velocity occur?	During Risser stage 0 Before the onset of menarche	
What are the Risser stages?	An indirect measure of skeletal maturity, whereby the degree of ossification of the iliac apophysis on radiographs is used to judge overall skeletal development. Useful in estimating prognosis of adolescent idiopathic scoliosis.	
What is the treatment of adolescent idiopathic scoliosis?	Use Cobb angle:   <25 degrees: observation   25-45 degrees and skeletally immature: bracing   25-45 degrees and skeletally mature: observation   >45 to 50 degrees: surgery	
What is juvenile idiopathic scoliosis?	An idiopathic scoliosis presenting between 4 and 10 years of age	
What is the likelihood of requring treatment in juvenile idiopathic scoliosis?	Risk of progression is much higher than in adolescent form   70% require treatment Of those who do, 50% require bracing and 50% require surgery	
What additional imaging study should be routinely considered in juvenile idiopathic scoliosis? Why?	MRI   Rate of spinal cord abnormality is 25%	
What is infantile idiopathic scoliosis? Name 4 ways in which it differs from adolescent form.	Idiopathic scoliosis in patients younger than 3 years   Differences from adolescent form: --Left curves --More common in boys --Plagiocephaly (skull flattening) --Congenital defects	
What is the most common disease progression of infantile idiopathic scoliosis?	90% resolve spontaneously	
How is risk for progression determined in infantile idiopathic scoliosis?	The rib-vertebral angle difference   <20 degrees--Low risk for progression >20 degrees--High risk for progression	
How is the rib-vertabral and difference calculated? What is it used for?	Measure the angle between the endplate and the rib of both ribs at 1 vertebra. RVAD = difference of the 2 angles        Used for estimating progression in infantile idiopathic scoliosis (<20 degrees: spontaneous recovery; >20 degrees: high rate of progression)	
What is congenital scoliosis? What are the 3 basic types of defects and their prognoses?	A developmental defect in formation of the spine during the 5th to 8th week of gestation	
Congenital scoliosis has a high incidence of what associated abnormalities?	--Intraspinal abnormality: 20-40% (obtain MRI) --Cardiac system: 12-26% --Genitourinary system: 20%	
What is Scheurmann disease?	Most common structural kyphosis in adolescents  Increased thoracic kyphosis (>45 degree curvature) with 5 degrees or more of anterior wedging at 3 sequential vertebrae	
When should bracing be considered for skeletally immature patients with increased thoracic kyphosis? Operative indications?	CTLSO brace when kyphotic curvature is 50-70 degrees   Operative indications: --kyphotic curvature >70-75 degrees --rigid deformity --progress curve failure with 6 months of non-op management	
What is rotatory atlantoaxial subluxation? How does it commonly manifest and what are 3 common causes in pediatrics?	C1-C2 instability caused by subluxation or facet dislocation   Often manifests with torticollis   Causes: --Ligamentous laxity (Down syndrome) --Retropharyngeal inflammation (Grisel disease) --Trauma	
What is the treatment of atlantoaxial rotatory displacement or subluxation in pediatrics?	Symptoms for <1 week: C-collar, analgesics, heat   Symptoms for between 1 and 4 weeks: Halter or Halo traction   Symptos for greater than 1 month: surgical reduction and C1-C2 fusion	
What is Os odontoideum? When is surgery needed?	Either a congenital failure of fusion of the base of the odontoid (fuses between age 4 and 6) or uncrecognized odontoid fracture that has resulted in nonunion   Instability or presence of neurologic symptoms necessitates C1-C2 posterior fusion	
What needs to be exclude in order to diagnose congenital muscular torticollis?	Generally torticollis is a symptom/sign, not a disease   Congenital muscular torticollis is a diagnosis of exclusion   Must rule out: --Infection --congenital spinal deformity --rotatory subluxation of the cervical spine --hearing loss --optic dysfunction	
What is the initial treatment of congenital muscular torticollis? What is the response rate? How is it done?	Passive stretching   90% respond in 1st year   The chin should be rotated toward the affected side with a lateral head tilt away from the affected side	
What ultrasound finding is associated with failure of nonoperative management of congenital muscular torticollis?	severe fibrosis of the sternocleidomastoid muscle	
What is spondylolysis? In what children is it common?	Stress fracture at the pars interarticularis   Common in athletes who use hyperextension (gymnasts, football linemen, wrestlers, divers)	
